Listing Number,Street Number,Street Number Modifier,Street Direction,Street Name,Street Suffix,Street Post Direction,Unit,City,State,Zip Code,County,Community,Area,Listing Price,Original Price,Selling Price,Status,DOM,CDOM,Bedrooms,Baths Full Total,Baths Half Total,Bathrooms,Type Of Property,Square Footage,Lot Square Footage ,Year Built,Age Restriction,Basement,Fireplaces Total,Fireplace Type,Interior Features,Floor Covering,Architecture,Parking Covered Total,Parking Type,Building Complex Or Project Name,Lot Details,Style Code,Roof,Association,Association Dues,Home Owner Dues Included,Number Of Units In Complex,Unit Features,Agent Only Comments,Marketing Comments,Heating Cooling Type,Listing Date,Water,Energy Source,Power Company,Sewer Company,Community Features,Expiration Date,Listing Agent Full Name,Listing Office Name,Listing Office Phone,Selling Date,Selling Agent Full Name,Selling Office Name,Selling Office Phone,Sale Type 
2514308,5029,,,80th,Av Ct,E,,Fife,WA,98424,Pierce,Fife Industrial Park,82 - Puyallup,308000,315000,,Active,14,14,2,0,0,0.75,,944,,1967,,,1,,,"Laminate, Wall to Wall Carpet",,1,"Individual Garage, Off Street",Firwood Condominiums,"Cul-de-sac, Dead End Street, Paved Street, Secluded",30 - Condo (1 Level),Composition,,360,"Common Area Maintenance, Lawn Service",36,"Balcony/Deck/Patio, French Doors, Ground Floor, Yard",Vacant. Please use ShowingTime and Go and Show. T&E through Chicago Title- Jennie Graddon. Assumable Loan at 2.99%. Call for more info or with questions.  Please use form 28. Thank you for showing!,"Welcome home to this charming one-level condo in desirable Fife!  Featuring 2 bedrooms and a convenient 3/4 bathroom with walk-in shower.   Enjoy a private backyard patio with a serene setting-perfect for relaxing or entertaining. The attached 1-car garage provides added convenience and storage.  Enjoy peace of mind with a brand new 50-gallon water heater installed 2026 and HOA's that include common areas, lawn service, septic, roof and exterior maintenance. Making for truly care-free living. Perfectly located near freeways, shopping, and everyday amenities.",,4/30/2026 12:00:00 AM,,Electric,PSE,Septic,,,Tamara Bout,Best Choice Realty LLC,(206) 886-3986,,,,,MLS
2517267,1008,,,R,St,NW,,Auburn,WA,98001,King,Auburn,100 - Jovita/West Hill,699000,715000,,Active,8,8,4,3,0,3,,2190,6585,2004,,None,1,,"Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, High Tech Cabling, Skylights, Vaulted Ceilings, Walk-in Closet","Bamboo/Cork, Vinyl, Wall to Wall Carpet",,4,"Garage-Attached, Off Street, Driveway Parking",,"Cul-de-sac, Curbs, Sidewalk",14 - Split Entry,Composition,,150,,,,use ShowingTime to schedule all appointments.Friendly cat in home - DO NOT LET OUT!  Marianne Lisson - WFG National Title 253 737 1220,"Come see the stunning mountain and valley views from this beautifully maintained home featuring two expansive decks—perfect for relaxing or entertaining. A rare find as this property offers a 4-car garage and convenient access for easy commuting. Inside, you’ll be welcomed by vaulted ceilings, skylights, and a warm blend of slate tile and bamboo flooring. The kitchen is well-appointed with stainless steel appliances, sun shades, and a slider that opens to the deck for seamless indoor-outdoor living.The inviting living room showcases a cozy gas fireplace with tile surround and a handcrafted wood mantle. Downstairs, the spacious family room features its own deck access and backyard entry, along with a private fourth bedroom and bath—ideal for guests or multi-generational living. Additional highlights include AC unit for those hot Summer days. Enjoy lush custom landscaping complete with irrigation and a tranquil waterfall feature in the fully fenced backyard.",,5/6/2026 12:00:00 AM,Public,Natural Gas,PSE,City of Auburn,CCRs,,Gentry C. Stretz,"John L. Scott, Inc",(253) 852-9200,,,,,MLS
2494591,6649,,SE,Cougar Mountain,Wy,,,Bellevue,WA,98006,King,Lakemont,500 - East Side/South of I-90,888000,908000,,Active,56,76,3,2,1,2.5,,2060,0,1995,,,1,,,"Ceramic Tile, Laminate Hardwood",,2,Individual Garage,Lakemont Ridge Condo,,32 - Townhouse,Composition,,797.58,"Common Area Maintenance, Road Maintenance, Sewer, Water",136,"Balcony/Deck/Patio, Primary Bath, Skylights, Vaulted Ceilings, Walk-in Closet",Vacant & Staged. Use showing time to show. First American (Christine Yuan)please. ***Email: yangsongteam@myrealtynw.com for inspection report after showing. Please call 425-979-9966 (Rachel) or 206-859-0810(Yang) for any questions. Thank you!,"Tucked into a peaceful Cougar Mountain setting, this beautifully updated multi-level townhome offers the perfect blend of space, light, and privacy. Soaring ceilings and skylights fill the main living area with natural light, complemented by a cozy gas fireplace and access to a quiet patio overlooking greenery.The refreshed kitchen features a functional breakfast bar and a bright dining area ideal for everyday living and entertaining. Upstairs, the spacious primary suite includes a walk-in closet and a spa-like 5-piece bath, along with two additional bedrooms, a full bath, and convenient laundry.The lower level adds flexibility with a generous family room, an extra bedroom, and a dedicated office—perfect for guests or remote work—plus direct access to a second patio backing to lush greenbelt.Complete with an oversized 2-car garage, well-run HOA, and located in the highly sought-after Issaquah School District. Enjoy easy access to nearby parks, trails, shopping, and major commuter routes.",,3/19/2026 12:00:00 AM,,"Electric, Natural Gas",,,,,Yang Song,MY REALTY GROUP LLC,(206) 779-8043,,,,,MLS
2504572,16127,,SE,5th,St,,,Bellevue,WA,98008,King,Lake Hills,530 - Bellevue/East of 405,1245000,1270000,,Active,36,36,3,2,0,2,,1390,8154,1958,,None,1,,"Bath Off Primary, Dbl Pane/Storm Windw, Walk-in Closet",Hardwood,,2,Garage-Attached,,"Curbs, Paved Street",10 - 1 Story,Composition,,0,,,,Vacant. Use Showing Time. First American (Christine Yuan)please. ***Email: yangsongteam@myrealtynw.com for inspection report after showing. Please call 425-979-9966 (Rachel) or 206-859-0810(Yang) for any questions. Thank you!,"Tucked into Lake Hills, this single-level rambler offers an easy, functional layout with beautiful natural light, territorial outlooks, and distant mountain views. Inviting curb appeal and an attached 2-car garage create a strong first impression. Inside, the living spaces connect comfortably, anchored by a classic mid-century brick fireplace that adds warmth and character. A broad span of south-facing windows fills the home with steady natural light throughout the day.The kitchen and bathrooms were thoughtfully remodeled just two years ago, blending updated finishes with everyday practicality. The layout includes 3 bedrooms, including a primary suite, along with built-in storage that adds convenience without sacrificing space.Out back, the fully fenced yard is designed for both relaxing and gardening, with patio areas and tiered spaces that give the outdoor setting added depth and personality. Conveniently located near parks, trails, the library, and everyday shopping, with easy access to surrounding areas.",,4/8/2026 12:00:00 AM,Public,"Electric, Natural Gas",Puget Sound Energy,City of Bellevue,,,Yang Song,MY REALTY GROUP LLC,(206) 779-8043,,,,,MLS
2427604,14826,Site 1,NE,2nd,Ct,,,Bellevue,WA,98007,King,Kelsey Creek,530 - Bellevue/East of 405,1839000,2067000,,Active,246,246,5,2,1,3.25,,2864,2864,2025,,None,1,,"Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, High Tech Cabling, Security System, Walk-in Closet, Walk-in Pantry","Ceramic Tile, Engineered Hardwood, Wall to Wall Carpet",Contemporary,2,Garage-Attached,Enclave at Kelsey Creek,,15 - Multi Level,Composition,,350,"Common Area Maintenance, Lawn Service",,,"Sales Center and Model home open Wednesday 2pm - 6pm, Thursday & Friday 10am - 6pm, Sat & Sun 11am -6pm. Keybox on the back of home site 1 sign in from of home. Alarm code 8988. Site Registration requires buyer broker to accompany buyer on their 1st visit & register in person. Move-in ready home. Double listed, see MLS #2432223.","Move-in ready luxury new construction at Bellevue’s premier Enclave at Kelsey Creek by Toll Brothers, surrounded by 17 acres of protected greenbelt. The Bannerwood Contemporary offers nearly 3,000 sq ft of thoughtfully designed living with 5 bedrooms, flexible spaces, and a low-maintenance lifestyle. The open-concept main level features a stunning great room with gas fireplace, expansive windows, and a covered deck perfect for year-round entertaining. The chef’s kitchen showcases designer quartz countertops, an oversized island, JennAir appliances, under-cabinet lighting, and a walk-in pantry. A spacious den with wraparound windows is ideal for a home office or bonus room. Upstairs, the inviting primary suite includes a large walk-in closet, dual quartz vanities, freestanding soaking tub, and fully tiled walk-in shower. Convenient upstairs laundry adds everyday ease. The lower-level bedroom and full bath provide flexible space for guests, multigenerational living, or a private retreat. Enjoy designer finishes, lock-and-leave convenience, and easy access to shopping, parks, dining, and major commuter routes. Located in the highly acclaimed Bellevue School District, including Phantom Lake Elementary, Odle Middle, and Sammamish High School, with nearby parks, trails, and community playground. Broker registration required at first visit.",,9/3/2025 12:00:00 AM,Public,Electric,PSE,,"CCRs, Playground",,Annie Wang,"Toll Brothers Real Estate, Inc",(425) 825-1955,,,,,MLS
2499703,9630,,NE,35th,Place,,,Clyde Hill,WA,98004,King,Clyde Hill,520 - Bellevue/West of 405,1899000,1950000,,Active,35,35,5,2,1,3.25,,2400,12832,1988,,"Daylight, Fully Finished",1,,"Bath Off Primary, French Doors","Ceramic Tile, Hardwood, Laminate, Slate, Wall to Wall Carpet",,2,"Driveway Parking, Garage-Attached",,"Adjacent to Public Land, Dead End Street, Paved Street",18 - 2 Stories w/Bsmnt,Composition,,0,,,,"“New Milgard dual-pane vinyl windows throughout, upgraded from STC 25 failed aluminum windows to STC 38 glass package. Please use Showing Time for showings and give at least 2 hours notice. Use Fidelity National Title & Escrow - Michelle Eacrett michele.eacrett@fnf.com","Discover this beautifully updated 5-bedroom, 3.5-bath home tucked away on a quiet dead-end street in Clyde Hill—one of the Eastside’s most sought-after neighborhoods. One of only two homes currently available in Clyde Hill under $2M, it offers significantly more finished living space, bedrooms, baths, and a versatile daylight lower level. The home backs to SR-520, buffered by mature trees and a sound wall, while a recent window package has materially reduced interior noise. This creates a unique opportunity to enjoy exceptional value, a low entry price point, and access to top-rated schools in a premier location. The main floor features gorgeous hardwood floors and a light-filled open-concept layout ideal for everyday living and entertaining. The newly renovated lower level includes a spacious bonus room, full bath, and large bedroom—perfect for guests, multi-generational living, or a private retreat. Step outside to your own backyard oasis: a generous entertaining deck, fully fenced yard with mature landscaping, dedicated dog run, and ample space for gardening or play. A rare combination of space, flexibility, and location, this home truly offers endless possibilities.",,4/9/2026 12:00:00 AM,Public,"Electric, Natural Gas",,,,,Sabine Jacques,Realogics Sotheby's Int'l Rlty,(425) 658-5300,,,,,MLS
2505365,3710,,W,7th,St,,,Anacortes,WA,98221,Skagit,Anacortes,815 - Anacortes,699999,720000,,Active,35,35,4,2,1,2.5,,1840,7700,2012,,None,1,,"Bath Off Primary, Ceiling Fan(s), Vaulted Ceilings, Walk-in Closet","Ceramic Tile, Vinyl Plank, Wall to Wall Carpet",See Remarks,2,"Driveway Parking, Garage-Attached, Off Street",,"Curbs, Paved Street, Sidewalk",12 - 2 Story,Composition,,0,,,,"Please use Chicago Title, Mount Vernon. Sellers and LA are related. Seller does work from home but showings are available starting at 11am. Seller will be working in her office. Please DO NOT enter the first bedroom door to the right on the second floor. Please call LA (360) 770-9506 for any further questions or concerns. Thank you!","Welcome to this beautifully updated 4 bedroom, 2.5 bath home in Anacortes, WA. Thoughtfully refreshed and move-in ready, this home blends modern upgrades with a bright and inviting layout.  Step inside to discover brand-new LVP flooring throughout the main level and fresh interior paint that enhances the home's light and airy feel. Vaulted ceilings and expansive windows fill the living space with natural light, creating an open and welcoming atmosphere. The kitchen features granite countertops, and custom pantry shelving, perfect for organization and everyday living. With four spacious bedrooms, including a comfortable primary suite, there's plenty of room to spread out and unwind. Enjoy seamless indoor-outdoor living with an expansive deck overlooking a generous backyard and patio space. Ideal for entertaining, relaxing, or soaking in the peaceful surroundings.  Located just minutes from scenic viewpoints like Washington Park and close to downtown, this home offers the perfect balance of convenience and PNW beauty. Don't miss your chance to this turnkey gem in one of Anacortes' most desirable areas!",,4/9/2026 12:00:00 AM,Public,"Electric, Natural Gas",PSE,City of Anacortes,,,Serena Rivas,NextHome Preview Properties,(360) 848-8900,,,,,MLS
2449434,108,,,5th,Ave,S,506,Seattle,WA,98104,King,International District,701 - Belltown/Downtown Seattle,398989,499950,,Active,196,196,2,2,0,2,,1016,0,2001,,,0,,,"Ceramic Tile, Vinyl Plank",Modern,2,Common Garage,Tobira,,30 - Condo (1 Level),Flat,,1058,"Common Area Maintenance, Earthquake Ins., Garbage, Sewer, Water",88,"Balcony/Deck/Patio, End Unit, Insulated Windows, Primary Bath, Sprinkler System, Yard","Vacant. Please use Showing Time. *** NO STR/AirBNB/VRBO/etc. *** Term rentals okay...!!! To access the building, use the control panel next to the front door: tap ""delivery"", then enter code 499702. To access the unit, Supra keybox is located in the foyer on the metal railing. Includes two portable AC units with adjustable window fittings. Superb location -- quick stroll to Downtown, Pioneer Square, International District, & Stadium District. CW Escrow -- Jennifer Hwang.","Welcome to Tobira…! Centrally located at the intersection of Downtown, the International District, Pioneer Square, and the Stadium District, the best of Seattle is at your doorstep. Walkscore 98. Transitscore 100. This spacious, light-and-bright corner unit looks out across verdant treetops to city views beyond. Tons of space for the money, with TWO of everything: two bedrooms, two full baths, and two parking spaces. A virtually impossible find for under $400K. This stylish flat has been updated with clean, hypoallergenic LVP flooring throughout. Granite countertops and stainless steel appliances too. Inviting great room design with space for a full-size sofa and full-size dining set. Wonderfully private inside, with no neighboring units/buildings looking in your windows. Secure lobby entrance. Gated garage. No rental cap...!",,10/30/2025 12:00:00 AM,,Electric,,,,,Chip Tilley,Windermere Real Estate/East,(425) 822-5100 x268,,,,,MLS
2432223,14826,Site 1,NE,2nd,Ct,,,Bellevue,WA,98007,King,Kelsey Creek,530 - Bellevue/East of 405,1839000,2067000,,Active,246,246,5,2,1,3.25,,2864,2864,2025,,,1,,,"Ceramic Tile, Engineered Hardwood, Wall to Wall Carpet",Contemporary,2,Individual Garage,Enclave at Kelsey Creek,,34 - Condo (3 Levels),Composition,,350,"Common Area Maintenance, Lawn Service",11,,"Sales Center and Model home open Wednesday 2pm - 6pm, Thursday & Friday 10am - 6pm, Sat & Sun 11am -6pm. Keybox on the back of home site 1 sign in from of home. Alarm code 8988. Site Registration requires buyer broker to accompany buyer on their 1st visit & register in person. Move-in ready home. Double listed, see MLS # 2427604.","Move-in ready luxury new construction at Bellevue’s premier Enclave at Kelsey Creek by Toll Brothers, surrounded by 17 acres of protected greenbelt. The Bannerwood Contemporary offers nearly 3,000 sq ft of thoughtfully designed living with 5 bedrooms, flexible spaces, and a low-maintenance lifestyle. The open-concept main level features a stunning great room with gas fireplace, expansive windows, and a covered deck perfect for year-round entertaining. The chef’s kitchen showcases designer quartz countertops, an oversized island, JennAir appliances, under-cabinet lighting, and a walk-in pantry. A spacious den with wraparound windows is ideal for a home office or bonus room. Upstairs, the inviting primary suite includes a large walk-in closet, dual quartz vanities, freestanding soaking tub, and fully tiled walk-in shower. Convenient upstairs laundry adds everyday ease. The lower-level bedroom and full bath provide flexible space for guests, multigenerational living, or a private retreat. Enjoy designer finishes, lock-and-leave convenience, and easy access to shopping, parks, dining, and major commuter routes. Located in the highly acclaimed Bellevue School District, including Phantom Lake Elementary, Odle Middle, and Sammamish High School, with nearby parks, trails, and community playground. Broker registration required at first visit.",,9/3/2025 12:00:00 AM,,Electric,PSE,,,,Annie Wang,"Toll Brothers Real Estate, Inc",(425) 825-1955,,,,,MLS
2508566,411,,,Five Peaks,Dr,,,Kalama,WA,98625,Cowlitz,Green Mountain,420 - South County/Woodland,1299000,1390000,,Active,28,28,4,2,1,2.5,,3148,138521,2017,,None,1,,"Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Vaulted Ceilings, Walk-in Closet","Ceramic Tile, Wall to Wall Carpet, Laminate Hardwood",,6,"Garage-Attached, Garage-Detached",,"Dead End Street, Paved Street",12 - 2 Story,Composition,,1000,Security Services,,,"Square Footage and Lot Size are provided from house plans and do not match the county assessor site, buyer to do due diligence and verify.  4th bedroom can be used as desired, would be a great rec room as well. Gate code needed, please schedule appointment and wait for confirmation to receive. Fidelity National Title with Elizabeth Marrs, please honor.","Set on 3.18 acres in a quiet, gated community, this 3,172 sq ft home offers the kind of space and privacy that’s getting harder to find, paired with a layout that just makes sense. With single-level living at its core, the main floor includes a spacious primary suite, dedicated office with custom built-ins, and open living areas designed for everyday comfort. Vaulted ceilings and large windows bring in natural light and frame the surrounding wooded setting, while the stone fireplace anchors the main living space. The kitchen is set up for both daily use and hosting, with a large island, double ovens, and plenty of storage. Outside, the property really opens up; over three acres to enjoy, with room to spread out and unwind. The shop adds serious flexibility for projects, storage, or hobbies, with potential for future ADU conversion depending on your needs. If you’re looking for privacy, usable acreage, and a home that lives comfortably day-to-day with room to grow, this one delivers.",,4/16/2026 12:00:00 AM,Shared Well,"Electric, Propane",Cowlitz PUD,Septic,"CCRs, Park, Trails, Gated Entry",,Emory J.Storedahl,Key Results Real Estate,(360) 673-3402,,,,,MLS
2497979,6014,,,207th,Ave,E,,Bonney Lake,WA,98391,Pierce,Inlet Island,109 - Lake Tapps/Bonney Lake,599000,609000,,Active,49,142,3,2,0,2.75,,1604,8824,1985,,Fully Finished,0,,"Bath Off Primary, Dbl Pane/Storm Windw, Skylights, Walk-in Closet, Wired for Generator","Vinyl, Vinyl Plank, Wall to Wall Carpet",,1,"Garage-Attached, Driveway Parking",,Paved Street,13 - Tri-Level,Composition,,250,Common Area Maintenance,,,"Sign up Friday 3/27. Please use ShowingTime to schedule appointments and give 4 hours notice if possible. Fidelity Title and Escrow, Tiffany Carver. Closing + 3 days if possible. Community Clubhouse address is 5401 S. Snag Island Dr Bonney Lake, WA, be sure to check it out! Contact listing agent with any questions!","Welcome to this beautifully updated home featuring 3 bedrooms, a flex space and 2.75 baths. On the main floor you will find beautifully updated flooring with a cozy living room overlooking the nature that surrounds the home. From there you are led into the dining room and updated kitchen featuring updated cabinetry, granite countertops, stainless steel appliances and plenty of storage! Off the kitchen you'll find french patio doors leading to the back deck surrounded by mature trees to enjoy your own private oasis. The newer LVP flooring throughout the main & lower level offer a flexible floorplan to ensure privacy through out the home. The lower level boasts a bedroom, flex space, ¾ bathroom, laundry & storage. The owners suite features vaulted ceilings, full bathroom, dual walk-in closets & lots of storage. This home has been thoughtfully updated through out and the floorplan offers versatile functionality, check out the virtual walk through to see for yourself! The private lot boasts lots of parking, a circular drive and a 1 car garage with additional storage. This beautiful home is located minutes from the community waterfront park that has a playground, clubhouse, boat launch and swimming area for you to enjoy! You are close to all the amenities Lake Tapps and Bonney Lake has to offer just in time for Spring and Summer, come check this home out today!",,3/26/2026 12:00:00 AM,Public,Electric,PSE,City of Bonney Lake,"Boat Launch, CCRs, Clubhouse, Park, Playground",,Desi Heikell,eXp Realty,(888) 317-5197,,,,,MLS
2483663,4368,,,Chatterton,Ave,SW,,Port Orchard,WA,98367,Kitsap,McCormick,141 - S Kitsap W of Hwy 16,582500,614900,,Active,80,80,3,2,1,2.5,,2520,4356,2016,,None,1,,"Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, Walk-in Closet","Laminate, Wall to Wall Carpet",NW Contemporary,2,Garage-Attached,,"Curbs, Paved Street, Sidewalk",12 - 2 Story,Composition,,52,,,,CW T&E Seller requires 5 days on market before they accept an offer. 3 business days response on all offer. If agent purchasing no BAC. Please submit all offers on www.bidonhomes.com Upon closing the Buyer’s Agent is required to pay a tech fee of $295 through the closing company to BidOnHomes.com. Please use the Seller's addendum in the documents section of the listing.,"Beautifully maintained Craftsman-style home in the desirable McCormick community offering modern comfort and a functional open-concept layout. The spacious main level features a light-filled living area that flows seamlessly into the dining space and well-appointed kitchen with a large island, ample cabinetry, and walk-in pantry, perfect for everyday living and entertaining. Upstairs, enjoy a versatile loft ideal for a home office, media room, or play space. The generous primary suite includes a walk-in closet and ensuite bath with dual vanities, soaking tub, and separate shower. Additional bedrooms are well-sized with great natural light. Step outside to a low-maintenance yard with patio space for outdoor dining and relaxation. Attached two-car garage and quality finishes throughout. Located near parks, trails, shopping, and commuter routes, this home offers the perfect blend of comfort, style, and convenience in a sought-after neighborhood. Some images in this listing have been virtually staged.",,2/23/2026 12:00:00 AM,Public,"Electric, Natural Gas",PSE,City of Port Orchard,,,Bea Schuster,eXp Realty,(888) 317-5197,,,,,MLS
2493297,9820,,S,242nd,Place,,,Kent,WA,98030,King,East Hill,330 - Kent,758500,779500,,Active,56,56,5,2,1,2.5,,2260,5708,2002,,None,1,,"2nd Kitchen, Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, Vaulted Ceilings, Walk-in Closet, Walk-in Pantry","Ceramic Tile, Hardwood, Wall to Wall Carpet",Traditional,3,Garage-Attached,,"Cul-de-sac, Curbs, Dead End Street, Paved Street, Secluded, Sidewalk",12 - 2 Story,Composition,,0,,,,"Equity Title- Tuyet Phan, #26-124584 Confirmed Apt to show.","Located in a prime Kent neighborhood, within a 6 min drive to 167— this one delivers with a rare NO HOA setting tucked at the end of a quiet cul-de-sac. This 2,260 sq. ft. 2-story home blends thoughtful updates with a layout that truly lives well. A grand chef’s kitchen anchors the home, showcasing quartz countertops, custom cabinetry, a gas range, stainless appliances, full-height backsplash, walk-in pantry, and peninsula island—plus a second spice kitchen in the garage for serious culinary pursuits. Fresh paint, new carpet, hardwood floors, and both formal and casual dining spaces create a polished yet comfortable feel. Vaulted ceilings elevate the living room, while the family room’s gas fireplace invites you to stay awhile. Five bedrooms—including a main-floor bedroom—offer flexibility for guests, office space, or evolving needs. The primary retreat features a walk-in closet and a private bath with dual vanities, soaking tub, and separate shower. Outdoors, enjoy a fully fenced yard with an expansive patio, backing to an elementary school, plus a large detached outbuilding with power—perfect as a home office or creative studio. With a 3-car garage, 4-car driveway parking, and just minutes to 167 and nearby shopping, this is a home designed for both ease and ambition.",,3/19/2026 12:00:00 AM,Public,"Electric, Natural Gas",,,,,Hardeep Singh,"John L. Scott, Inc",(253) 852-9200,,,,,MLS
2487177,3037,,,Blackbird,Place,NE,,Moses Lake,WA,98837,Grant,Cascade Valley,297 - Central Moses Lake,619000,650000,,Active,72,72,3,1,1,2.25,,2114,21344,2026,,None,1,,"Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, Walk-in Pantry, Walk-in Closet, Sprinkler System",Vinyl Plank,,2,Garage-Attached,Willow Crest Estates Phase 3,Cul-de-sac,10 - 1 Story,Composition,,0,,,,Shared well with lot 8. Taxes on vacant land only.,"Stunning new construction home on a spacious ½-acre lot in desirable Willow Crest Estates. This contemporary modern residence showcases eye-catching architecture with stucco siding, horizontal window design, and warm wood accents. The thoughtfully designed floor plan offers 3 generously sized bedrooms plus a dedicated office, ideal for remote work or flex space. The great room is the focal point of the home, highlighted by a sleek water vapor electric fireplace that adds modern style and ambiance. The gourmet kitchen features white soft-close cabinetry, stainless steel appliances, quartz countertops, and quartz window sills, paired with light wood-tone luxury vinyl plank flooring throughout for a bright, cohesive look. Enjoy outdoor living on the oversized covered back patio with vaulted wood ceiling, overlooking a large fenced backyard with underground sprinklers. The front yard is fully landscaped with curbing and irrigation for easy maintenance. With ample space for RV parking and room for a future shop or outbuilding, this property offers flexibility and long-term value. A rare opportunity to own a modern home with acreage, privacy, and upscale finishes.",,3/3/2026 12:00:00 AM,Shared Well,Electric,Grant PUD,Septic,CCRs,,Alison May,BHGRE Gary Mann Realty,(509) 765-3463,,,,,MLS
2512026,7506,,,66th,Ave,W,,Lakewood,WA,98499,Pierce,Lakewood,36 - Lakewood,699000,725000,,Active,17,17,4,2,0,2.75,,2712,8905,1967,,"Daylight, Fully Finished",2,,"Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, High Tech Cabling, Walk-in Closet","Ceramic Tile, Hardwood, Laminate Hardwood, Marble, Slate, Vinyl",,2,"Carport-Attached, Driveway Parking",,"Dead End Street, Paved Street",16 - 1 Story w/Bsmnt.,Composition,,0,,,,"Seller requests a 2 hour notice, seller works from home. Make appt via ShowingTime. Prelim w/WFG Maschel Halverson 253-445-2168.","Tucked on a peaceful dead-end street in an established neighborhood, this thoughtfully updated mid-century home blends character, flexibility and modern comfort. Natural light pours through large, picturesque windows, creating a warm and inviting feel throughout. The open kitchen features quartz countertops and flows seamlessly into the dining space, while a dual-sided wood-burning fireplace connects the living areas with timeless style. The main level offers three bedrooms, including a primary with en-suite and private deck access. Downstairs lives like its own space with a second primary suite, stunning walk-in shower, gas fireplace, flex room and abundant storage, ideal for multi-generational living or spreading out. Major system updates including a new tankless water heater, newer electrical panel, updated plumbing and furnace bring added peace of mind. Situated on an 8,905 sq ft lot with mature landscaping and a 2-car attached carport. Conveniently located near I-5, JBLM, and everyday amenities, offering both comfort and accessibility.",,4/27/2026 12:00:00 AM,Public,Natural Gas,TPU,Pierce County,,,Kylee Hill,Windermere Abode,(253) 302-4847,,,,,MLS
2516189,4116,,,20th,Place,SE,,Puyallup,WA,98374,Pierce,Puyallup,86 - Puyallup,400000,420000,,Active,6,6,3,2,0,2,,1238,10275,1982,,,1,,"Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Vaulted Ceilings","Vinyl, Vinyl Plank, Wall to Wall Carpet",,2,Garage-Attached,Candlewood Glen,"Cul-de-sac, Dead End Street, Paved Street",21 - Manuf-Double Wide,Composition,,0,,,,"Vacant. Please use ShowingTime, then go and show.Family member occupying attached outbuilding - viewable after mutual. Garage partially finished not included in total SF. Code to front door lock is in Lockbox. Please do not share. Equity Title and Escrow - Sara Lichtenberg","Set on a quiet dead-end cul-de-sac, this home offers a comfortable layout, natural light, and an opportunity to step into a desirable setting at an approachable price. The kitchen connects to the main living space, creating a functional flow for daily living, while a pellet stove adds warmth and character. With a newer roof and updated flooring plus some of the big-ticket items are already addressed. This home offers comfortable, move-in ready living with room to update and personalize over time. Outside, the yard provides usable space with and room to make it your own oasis. A solid home with upside in a desirable location.",,5/1/2026 12:00:00 AM,Private,Electric,Puget Sound Energy,City of Puyallup,,,Cooper Carlson,"John L. Scott, Inc.",(253) 841-7000 x665,,,,,MLS
2479080,26100,,SE,225th,Place,,,Maple Valley,WA,98038,King,Hobart,320 - Black Diamond/Maple Valley,1349000,1380000,,Active,22,22,4,3,0,3,,2950,108900,1987,,Daylight,1,,"2nd Kitchen, Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Skylights, Solarium/Atrium, Vaulted Ceilings, Walk-in Closet, Wired for Generator","Ceramic Tile, Hardwood, Laminate, Vinyl, Wall to Wall Carpet",,5,"Garage-Attached, Garage-Detached, Driveway Parking",Maplewood Estates Div 01,"Dead End Street, Paved Street, Secluded",13 - Tri-Level,Composition,,16,Common Area Maintenance,,,"Owner occupied, 30 min notice required. Please use Showing Time for all showing requests. Septic has been pumped and inspected. The home has been pre-inspected — please email the listing agent for a copy of the report. Additional home amenities and details are available in the supplements. Well run HOA, dues are $190/year. Please use Old Republic Title —Bowic Tse.Thank you for showing!","An exceptional offering in Maplewood Estates—one of the area’s most sought-after, well-maintained acreage communities featuring just 93 homes on expansive lots. Opportunities like this are few and far between. Set on 2.5+ acres of fully usable, level land, this beautifully updated home offers vaulted ceilings, skylights, and a light-filled open layout designed for both everyday living and effortless entertaining. Over $200K in improvements include a new 50-year roof, new windows, fresh interior finishes, and a remodeled kitchen with quartz countertops, oversized island, double ovens, and wine refrigerator. The versatile floor plan includes a private-entry MIL suite with kitchenette and separate laundry—ideal for multi-generational living, guest use, or potential rental income. Step outside and experience what truly sets this property apart—expansive, usable land ready for your vision. Established gardens, mature landscaping, a barn with stalls, and a newly built chicken coop create a lifestyle that’s increasingly rare in today’s market. Located in the Tahoma School District and just a short drive to Issaquah, this home offers the perfect balance of privacy and accessibility. Homes with this combination of land, updates, and community rarely become available—schedule your showing before the next opportunity passes.",,4/22/2026 12:00:00 AM,Public,"Electric, Natural Gas, Wood",Puget Sound Energy,Septic,CCRs,,Stella Hu,Marketplace Sotheby's Intl Rty,(425) 243-9000,,,,,MLS
